"[25776.989762805497, 1848.8351278674297]",0.08702874183654785,0,0.002994060516357422,0.4574710061235352,0.4139730930328369
"[26342.947830113113, 1947.3631051727878]",0.44845306873321533,0,0.41497325897216797,0.44227376241207184,0.48293232917785645
"[26620.025920414726, 1982.2617161874591]",0.5209213495254517,-0.656,0.48793864250183105,0.38489015463308796,0.5548932552337646
"[26993.20489807347, 2019.1002865042974]",0.5899555683135986,-0.768,0.5568900108337402,0.3202727857555369,0.639981746673584
"[27455.566744634656, 2072.2652285088843]",0.6774605512619019,-0.888,0.6439800262451172,0.2772932461289629,0.7729122638702393
"[28118.32177482662, 2151.6622749341236]",0.8093986511230469,-1.032,0.7759029865264893,0.4431832703864531,0.9687912464141846
"[29099.136487047304, 2270.854062810942]",1.0052706003189087,-1.252,0.9717886447906494,0.45989283549717824,1.0497465133666992
"[29557.8024826422, 2323.9995079916357]",1.0897208452224731,-1.58,1.0567407608032227,0.47322876056339624,1.1346960067749023
"[30042.280676490827, 2377.048032768524]",1.176174283027649,-1.856,1.1426899433135986,0.4931533306068178,1.2266509532928467
"[30283.08452935247, 2432.10891374262]",1.268617868423462,-2.008,1.2356371879577637,0.5112165820049941,1.3655622005462646
"[30979.226646852992, 2518.942822027974]",1.4085538387298584,-2.24,1.3755571842193604,0.6690796696048639,1.5614495277404785
"[32064.113025808412, 2664.41263060209]",1.603440284729004,-2.568,1.5704741477966309,0.6369824986485026,1.6523962020874023
"[32543.32069313109, 2711.313381014096]",1.6944283246994019,-2.72,1.6613905429840088,0.6178722555123758,1.7464268207550049
"[33101.92963087409, 2769.064305028881]",1.7904020547866821,-2.876,1.7574248313903809,0.6127113265414683,1.8353769779205322
"[33339.533432534925, 2822.515160242564]",1.8773646354675293,-3.028,1.8443992137908936,0.6261424326747727,1.975297212600708
"[34049.41074116111, 2905.1135767036503]",2.0197668075561523,-3.26,1.9862849712371826,0.988708268555146,2.196164846420288
"[34617.453879262066, 3045.5287284596557]",2.2376561164855957,-3.628,2.204190969467163,0.987608398446592,2.2871196269989014
"[35006.09510361676, 3102.4827422066173]",2.329107165336609,-3.78,2.296116352081299,0.9772442378082942,2.3750627040863037
"[35441.2025004425, 3146.1634847792407]",2.4175373315811157,-3.924,2.384056329727173,0.9570023975412512,2.4620418548583984
"[35197.6631626106, 2278.3464535432568]",2.504502773284912,-4.0,2.4710073471069336,0.9304891825206258,2.598940134048462
"[35240.36956702178, 2281.9733574937927]",2.6409279108047485,-4.0,2.6079351902008057,0.9724640331057322,2.7998244762420654
"[34946.394088699504, 2288.4489036313616]",2.8413084745407104,-4.0,2.807845115661621,0.9716179791760753,2.8897652626037598
"[34901.95372539843, 2274.3995671943735]",2.9337395429611206,-4.0,2.900758981704712,0.9695134200260536,2.9767448902130127
"[34708.459460729755, 2263.8330128272437]",3.0186989307403564,-4.0,2.9857215881347656,0.9732889356871478,3.063694953918457
"[34923.52862351522, 2262.320721772992]",3.1051714420318604,-4.0,3.071690559387207,0.9732360573165442,3.193620443344116
"[34830.461778773795, 2267.603084458605]",3.2375638484954834,-4.0,3.204582452774048,0.9537450899120719,3.3884806632995605
"[34614.549989149855, 2259.6193750518755]",3.431493401527405,-4.0,3.398472785949707,0.9555641058608343,3.4755396842956543
"[34644.62360322486, 2261.8907140328524]",3.5176275968551636,-4.0,3.484511137008667,0.9575311812472868,3.561737298965454
"[34509.54862413211, 2272.8495470441117]",3.602797746658325,-4.0,3.569734573364258,0.9518626199185851,3.647824287414551
"[34622.62707516858, 2257.2374019854415]",3.6898305416107178,-4.0,3.6568496227264404,0.9539143006980032,3.7717535495758057
"[34484.355202748855, 2257.4828921749518]",3.8132693767547607,-4.0,3.77974796295166,0.9475794718996966,3.9618468284606934
"[34298.0516629816, 2265.9330527280017]",4.003866076469421,-4.0,3.9708361625671387,0.9430742347242733,4.047888517379761
"[34279.851317175024, 2264.4830251774783]",4.0894224643707275,-4.0,4.055912971496582,0.9453691560084678,4.135894536972046
"[34301.15172188272, 2264.9930348676626]",4.177385091781616,-4.0,4.143921613693237,0.9445759804494144,4.221844911575317
"[34371.487429748595, 2264.0952819056383]",4.264326214790344,-4.0,4.230846166610718,0.9450518857848464,4.349860668182373
"[34251.88503770075, 2268.185363707274]",4.391441702842712,-4.0,4.357960939407349,0.9364221357023453,4.537827491760254
"[34068.48136962739, 2280.795615912318]",4.5798105001449585,-4.0,4.546828985214233,0.9342435468334787,4.6247780323028564
"[34166.541665416655, 2284.7028470284704]",4.666755199432373,-4.0,4.6337785720825195,0.9354491736832398,4.710757255554199
"[34119.741197411975, 2280.80280802808]",4.752797484397888,-4.0,4.719752788543701,0.9364961654211903,4.7998456954956055
"[34082.27939874977, 2275.4486826276043]",4.840835690498352,-4.0,4.807839632034302,0.9324139552105954,4.928769111633301
"[34110.4163187427, 2278.6178509748706]",4.970759630203247,-4.0,4.93776273727417,0.9304257284759017,5.115662336349487
"[34063.781275625515, 2280.8756175123503]",5.15679144859314,-4.0,5.123749494552612,0.9333869172297009,5.202802419662476
"[33920.34448654525, 2279.3933084728615]",5.245271921157837,-4.0,5.211791038513184,0.9301719122970045,5.293749570846558
"[33910.444298441675, 2275.143227721327]",5.335751056671143,-4.0,5.302770376205444,0.9290403151660883,5.379692554473877
"[33933.61080499449, 2285.1011318203728]",5.421200633049011,-4.0,5.387719631195068,0.9297700366804175,5.505709886550903
"[33893.77451284318, 2285.031990447866]",5.548180937767029,-4.0,5.514696836471558,0.9223882161441603,5.711718559265137
